,target,sms,sms_clean,num_characters,num_words
1017,0,FREE for 1st week! No1 Nokia tone 4 ur mob every week just txt NOKIA to 8007 Get txting and tell ur mates www.getzed.co.uk POBox 36504 W45WQ norm150p/tone 16+,free 1st week   no1 nokia tone 4 ur mob every week txt nokia 8007 get txting tell ur mates www getzed co uk pobox 36504 w45wq norm150p   tone 16  ,158,33
1018,1,Shall i send that exe to your mail id.,shall send exe mail d ,38,10
1019,1,Nope watching tv at home... Not going out. V bored...,nope watching tv home     not going   v bored    ,53,13
1020,1,Don know..wait i will check it.,don know    wait check  ,31,9
1021,1,"Good afternoon on this glorious anniversary day, my sweet J !! I hope this finds you happy and content, my Prey. I think of you and send a teasing kiss from across the sea coaxing images of fond souveniers ... You Cougar-Pen",good afternoon glorious anniversary day   sweet j     i hope finds happy content   prey   i think send teasing kiss across sea coaxing images fond souveniers     you cougar   pen,224,48
1022,0,Guess what! Somebody you know secretly fancies you! Wanna find out who it is? Give us a call on 09065394514 From Landline DATEBox1282EssexCM61XN 150p/min 18,guess   somebody know secretly fancies   wanna find   give us call 09065394514 from landline datebox1282essexcm61xn 150p   min 18,156,30
1023,1,We still on for tonight?,we still tonight  ,24,6
1024,1,May i call You later Pls,may call you later pls,24,6
1025,1,Hasn't that been the pattern recently crap weekends?,has n t pattern recently crap weekends  ,52,10
1026,1,I have a sore throat. It's scratches when I talk,i sore throat   it  s scratches i talk,48,12
1027,1,Yes da. Any plm at ur office,yes da   any plm ur office,28,8
1028,1,Are you not around or just still asleep? :V,are around still asleep     v,43,11
1029,1,"Lol you forgot it eh ? Yes, I'll bring it in babe",lol forgot eh   yes   i  ll bring babe,49,14
1030,1,"Its good, we'll find a way",its good    ll find way,26,8
1031,1,Can not use foreign stamps in this country. Good lecture .,can use foreign stamps country   good lecture  ,58,12
1032,1,Yup bathe liao...,yup bathe liao    ,17,4
1033,1,HAPPY NEW YEAR MY NO.1 MAN,happy new year my no 1 man,26,6
1034,1,"OH MR SHEFFIELD! You wanna play THAT game, okay. You're the boss and I'm the nanny. You give me a raise and I'll give YOU one!!",oh mr sheffield   you wanna play that game   okay   you  re boss i  m nanny   you give raise i  ll give you one    ,127,35
1035,1,ZOE IT JUST HIT ME 2 IM FUCKING SHITIN MYSELF IL DEFO TRY MY HARDEST 2 CUM 2MOROW LUV U MILLIONS LEKDOG,zoe it just hit me 2 im fucking shitin myself il defo try my hardest 2 cum 2morow luv u millions lekdog,103,22
1036,1,"Hello baby, did you get back to your mom's ? Are you setting up the computer now ? Filling your belly ? How goes it loverboy ? I miss you already ... *sighs*",hello baby   get back mom  s   are setting computer   filling belly   how goes loverboy   i miss already       sighs  ,157,37
1037,1,"No my blankets are sufficient, thx",no blankets sufficient   thx,34,7
1038,1,"naughty little thought: 'its better to flirt, flirt n flirt, rather than loving someone n gettin hurt, hurt n hurt...:-) Gud nyt",naughty little thought     better flirt   flirt n flirt   rather loving someone n gettin hurt   hurt n hurt          gud nyt,128,30
1039,1,"Edison has rightly said, ""A fool can ask more questions than a wise man can answer"" Now you know why all of us are speechless during ViVa.. GM,GN,GE,GNT:-)",edison rightly said     a fool ask questions wise man answer   now know us speechless viva    gm   gn   ge   gnt    ,155,39
1040,1,They just talking thats it de. They wont any other.,they talking de   they wo nt  ,51,14
1041,1,Today am going to college so am not able to atten the class.,today going college able atten class  ,60,14
1042,1,I'm in class. Will holla later,i  m class   will holla later,30,8
1043,1,Easy ah?sen got selected means its good..,easy ah sen got selected means good   ,41,8
1044,1,Mmm thats better now i got a roast down me! id b better if i had a few drinks down me 2! Good indian?,mmm better got roast   i d b better drinks 2   good indian  ,102,28
1045,0,"We know someone who you know that fancies you. Call 09058097218 to find out who. POBox 6, LS15HB 150p",we know someone know fancies   call 09058097218 find   pobox 6   ls15hb 150p,101,22
1046,1,"Come round, it's . ",come round    s  ,19,6
1047,1,"Do 1 thing! Change that sentence into: ""Because i want 2 concentrate in my educational career im leaving here..""",do 1 thing   change sentence     because want 2 concentrate educational career leaving     ,112,25
1048,0,"1000's flirting NOW! Txt GIRL or BLOKE & ur NAME & AGE, eg GIRL ZOE 18 to 8007 to join and get chatting!",1000  s flirting now   txt girl bloke   ur name   age   eg girl zoe 18 8007 join get chatting  ,104,27
1049,1,I walked an hour 2 c u! doesnt that show I care y wont u believe im serious?,i walked hour 2 c u   doesn t show i care wo nt u believe serious  ,77,22
1050,0,18 days to Euro2004 kickoff! U will be kept informed of all the latest news and results daily. Unsubscribe send GET EURO STOP to 83222.,18 days euro2004 kickoff   u kept informed latest news results daily   unsubscribe send get euro stop 83222  ,135,28
1051,1,Are you available for soiree on June 3rd?,are available soiree june 3rd  ,41,9
1052,1,Do u noe wat time e place dat sells 4d closes?,do u noe wat time e place dat sells 4d closes  ,46,12
1053,1,"I got another job! The one at the hospital doing data analysis or something, starts on monday! Not sure when my thesis will got finished",i got another job   the one hospital data analysis something   starts monday   not sure thesis got finished,136,28
1054,1,Jay's getting really impatient and belligerent,jay  s getting really impatient belligerent,46,7
1055,1,HIYA COMIN 2 BRISTOL 1 ST WEEK IN APRIL. LES GOT OFF + RUDI ON NEW YRS EVE BUT I WAS SNORING.THEY WERE DRUNK! U BAK AT COLLEGE YET? MY WORK SENDS INK 2 BATH.,hiya comin 2 bristol 1 st week in april   les got off   rudi on new yrs eve but i was snoring they were drunk   u bak at college yet   my work sends ink 2 bath  ,157,39
1056,1,I'm at work. Please call,i  m work   please call,24,7
1057,1,Then u drive lor.,then u drive lor  ,17,5
1058,1,Ard 515 like dat. Y?,ard 515 like dat   y  ,20,7
1059,1,Tell me they're female :V how're you throwing in? We're deciding what all to get now,tell  re female   v  re throwing   we  re deciding get,84,21
1060,0,EASTENDERS TV Quiz. What FLOWER does DOT compare herself to? D= VIOLET E= TULIP F= LILY txt D E or F to 84025 NOW 4 chance 2 WIN £100 Cash WKENT/150P16+,eastenders tv quiz   what flower dot compare   d  violet e  tulip f  lily txt d e f 84025 now 4 chance 2 win   100 cash wkent 150p16  ,152,35
1061,1,I'm working technical support :)voice process.networking field.,i  m working technical support    voice process networking field  ,63,10
1062,1,I might come to kerala for 2 days.so you can be prepared to take a leave once i finalise .dont plan any travel during my visit.need to finish urgent works.,i might come kerala 2 days so prepared take leave finalise  dont plan travel visit need finish urgent works  ,155,31
1063,1,Ok. Not sure what time tho as not sure if can get to library before class. Will try. See you at some point! Have good eve.,ok   not sure time tho sure get library class   will try   see point   have good eve  ,122,31
1064,0,We have new local dates in your area - Lots of new people registered in YOUR AREA. Reply DATE to start now! 18 only www.flirtparty.us REPLYS150,we new local dates area   lots new people registered your area   reply date start   18 www flirtparty us replys150,143,28
1065,1,"That's fine, I'll bitch at you about it later then",that  s fine   i  ll bitch later,50,13
1066,1,No my mum went 2 dentist.,no mum went 2 dentist  ,25,7
1067,1,Once free call me sir. I am waiting for you.,once free call sir   i waiting  ,44,12
1068,1,Meeting u is my work. . . Tel me when shall i do my work tomorrow,meeting u work       tel shall work tomorrow,65,17
1069,0,Someone U know has asked our dating service 2 contact you! Cant Guess who? CALL 09058091854 NOW all will be revealed. PO BOX385 M6 6WU,someone u know asked dating service 2 contact   ca nt guess   call 09058091854 now revealed   po box385 m6 6wu,134,29
1070,1,Jus finish bathing...,jus finish bathing    ,21,4
1071,1,"alright, I'll make sure the car is back tonight",alright   i  ll make sure car back tonight,47,11
1072,0,URGENT! We are trying to contact U. Todays draw shows that you have won a £800 prize GUARANTEED. Call 09050003091 from land line. Claim C52. Valid12hrs only,urgent   we trying contact u  todays draw shows   800 prize guaranteed   call 09050003091 land line   claim c52   valid12hrs,156,32
1073,0,Dear U've been invited to XCHAT. This is our final attempt to contact u! Txt CHAT to 86688,dear u ve invited xchat   this final attempt contact u   txt chat 86688,90,20
1074,1,Lul im gettin some juicy gossip at the hospital. Two nurses are talking about how fat they are gettin. And one thinks shes obese. Oyea.,lul gettin juicy gossip hospital   two nurses talking fat gettin   and one thinks obese   oyea  ,135,31
1075,1,Aight ill get on fb in a couple minutes,aight ill get fb couple minutes,39,9
1076,1,Oi. Ami parchi na re. Kicchu kaaj korte iccha korche na. Phone ta tul na. Plz. Plz.,oi   ami parchi na   kicchu kaaj korte iccha korche na   phone ta tul na   plz   plz  ,83,23
1077,1,Where can download clear movies. Dvd copies.,where download clear movies   dvd copies  ,44,9
1078,1,"Yep, by the pretty sculpture",yep   pretty sculpture,28,6
1079,1,Convey my regards to him,convey regards,24,5
1080,1,Me too watching surya movie only. . .after 6 pm vijay movie POKKIRI,me watching surya movie      after 6 pm vijay movie pokkiri,67,14
1081,1,You tell what happen dont behave like this to me. Ok no need to say,you tell happen nt behave like   ok need say,67,17
1082,1,Can u get pic msgs to your phone?,can u get pic msgs phone  ,33,9
1083,1,Send to someone else :-),send someone else    ,24,5
1084,1,Wat makes some people dearer is not just de happiness dat u feel when u meet them but de pain u feel when u miss dem!!!,wat makes people dearer de happiness dat u feel u meet de pain u feel u miss dem      ,119,29
1085,1,For me the love should start with attraction.i should feel that I need her every time around me.she should be the first thing which comes in my thoughts.I would start the day and end it with her.she should be there every time I dream.love will be then when my every breath has her name.my life should happen around her.my life will be named to her.I would cry for her.will give all my happiness and take all her sorrows.I will be ready to fight with anyone for her.I will be in love when I will be doing the craziest things for her.love will be when I don't have to proove anyone that my girl is the most beautiful lady on the whole planet.I will always be singing praises for her.love will be when I start up making chicken curry and end up makiing sambar.life will be the most beautiful then.will get every morning and thank god for the day because she is with me.I would like to say a lot..will tell later..,for love start attraction i feel i need every time around me she first thing comes thoughts   i would start day end her she every time i dream love every breath name my life happen around her my life named   i would cry her will give happiness take sorrows   i ready fight anyone   i love i craziest things her love i n t proove anyone girl beautiful lady whole planet   i always singing praises her love i start making chicken curry end makiing sambar life beautiful then will get every morning thank god day   i would like say lot    tell later   ,910,187
1086,1,"FR'NDSHIP is like a needle of a clock. Though V r in d same clock, V r nt able 2 met. Evn if V meet,itz only 4few seconds. Bt V alwys stay conected. Gud 9t;-)",fr ndship like needle clock   though v r clock   v r nt able 2 met   evn v meet   itz 4few seconds   bt v alwys stay conected   gud 9t    ,158,43
1087,1,I don't think he has spatula hands!,i n t think spatula hands  ,35,9
1088,1,You can never do NOTHING,you never nothing,24,5
1089,0,You are awarded a SiPix Digital Camera! call 09061221061 from landline. Delivery within 28days. T Cs Box177. M221BP. 2yr warranty. 150ppm. 16 . p p£3.99,you awarded sipix digital camera   call 09061221061 landline   delivery within 28days   t cs box177   m221bp   2yr warranty   150ppm   16   p p 3 99,152,32
1090,1,Goodmorning today i am late for  &lt;DECIMAL&gt; min.,goodmorning today late     lt decimal gt   min  ,53,12
1091,0,WIN URGENT! Your mobile number has been awarded with a £2000 prize GUARANTEED call 09061790121 from land line. claim 3030 valid 12hrs only 150ppm ,win urgent   your mobile number awarded   2000 prize guaranteed call 09061790121 land line   claim 3030 valid 12hrs 150ppm,146,27
1092,1,Please da call me any mistake from my side sorry da. Pls da goto doctor.,please da call mistake side sorry da   pls da goto doctor  ,72,17
1093,1,Where r we meeting?,where r meeting  ,19,5
1094,1,"Well the weather in cali's great. But its complexities are great. You need a car to move freely, its taxes are outrageous. But all in all its a great place. The sad part is i missing home.",well weather cali  s great   but complexities great   you need car move freely   taxes outrageous   but great place   the sad part missing home  ,188,44
1095,1,Now only i reached home. . . I am very tired now. . I will come tomorro,now reached home       i tired     i come tomorro,71,19
1096,1,Ryder unsold.now gibbs.,ryder unsold now gibbs  ,23,4
1097,0,Dear Subscriber ur draw 4 £100 gift voucher will b entered on receipt of a correct ans. When was Elvis Presleys Birthday? TXT answer to 80062,dear subscriber ur draw 4   100 gift voucher b entered receipt correct ans   when elvis presleys birthday   txt answer 80062,141,29
1098,1,Don't fret. I'll buy the ovulation test strips and send them to you. You wont get them til like march. Can you send me your postal address.u'll be alright.Okay.,do n t fret   i  ll buy ovulation test strips send   you wo nt get til like march   can send postal address u ll alright   okay  ,160,38
1099,1,NO GIFTS!! You trying to get me to throw myself off a cliff or something?,no gifts     you trying get throw cliff something  ,73,18
1100,1,Been up to ne thing interesting. Did you have a good birthday? When are u wrking nxt? I started uni today.,been ne thing interesting   did good birthday   when u wrking nxt   i started uni today  ,106,25
1101,1,You busy or can I come by at some point and figure out what we're doing tomorrow,you busy i come point figure  re tomorrow,80,18
1102,1,"Yeah go on then, bored and depressed sittin waitin for phone to ring... Hope the wind drops though, scary",yeah go   bored depressed sittin waitin phone ring     hope wind drops though   scary,105,22
1103,1,Black shirt n blue jeans... I thk i c ü...,black shirt n blue jeans     i thk c ü    ,42,12
1104,1,Aiyah sorry lor... I watch tv watch until i forgot 2 check my phone.,aiyah sorry lor     i watch tv watch forgot 2 check phone  ,68,16
1105,0,Message Important information for O2 user. Today is your lucky day! 2 find out why log onto http://www.urawinner.com there is a fantastic surprise awaiting you,message important information o2 user   today lucky day   2 find log onto http   www urawinner com fantastic surprise awaiting,159,27
1106,1,on hen night. Going with a swing,hen night   going swing,32,8
1107,1,"Good afternoon, my love. How goes your day ? What are you up to ? I woke early and am online waiting for you ... Hmmm ... Italian boy is online I see . *grins*",good afternoon   love   how goes day   what   i woke early online waiting     hmmm     italian boy online i see     grins  ,159,39
1108,1,From someone not to smoke when every time I've smoked in the last two weeks is because of you calling or texting me that you wanted to smoke,from someone smoke every time i  ve smoked last two weeks calling texting wanted smoke,140,29
1109,1,No you'll just get a headache trying to figure it out. U can trust me to do the math. I promise. O:-),no  ll get headache trying figure   u trust math   i promise   o    ,101,27
1110,1,S s..first time..dhoni rocks...,s    first time    dhoni rocks    ,31,9
1111,1,Ok ill tell the company,ok ill tell company,23,5
1112,1,"Awesome, think we can get an 8th at usf some time tonight?",awesome   think get 8th usf time tonight  ,58,14
1113,1,So that means you still think of teju,so means still think teju,37,8
1114,1,"No I'm good for the movie, is it ok if I leave in an hourish?",no i  m good movie   ok i leave hourish  ,61,18
1115,1,No no:)this is kallis home ground.amla home town is durban:),no no  this kallis home ground amla home town durban   ,60,11
1116,1,So lets make it saturday or monday as per convenience.,so lets make saturday monday per convenience  ,54,11
1117,1,Hey... What time is your driving on fri? We go for evaluation on fri?,hey     what time driving fri   we go evaluation fri  ,69,17
1118,0,"449050000301 You have won a £2,000 price! To claim, call 09050000301.",449050000301 you   2 000 price   to claim   call 09050000301  ,69,15
1119,1,I'm going 4 lunch now wif my family then aft dat i go str 2 orchard lor.,i  m going 4 lunch wif family aft dat go str 2 orchard lor  ,72,19
1120,0,"Bored of speed dating? Try SPEEDCHAT, txt SPEEDCHAT to 80155, if you don't like em txt SWAP and get a new chatter! Chat80155 POBox36504W45WQ 150p/msg rcd 16",bored speed dating   try speedchat   txt speedchat 80155   n t like em txt swap get new chatter   chat80155 pobox36504w45wq 150p   msg rcd 16,156,34
1121,1,Cancel cheyyamo?and get some money back?,cancel cheyyamo and get money back  ,40,7
1122,0,Do you want 750 anytime any network mins 150 text and a NEW video phone for only five pounds per week call 08000776320 now or reply for delivery Tomorrow,do want 750 anytime network mins 150 text new video phone five pounds per week call 08000776320 reply delivery tomorrow,153,29
1123,1,Ok.ok ok..then..whats ur todays plan,ok ok ok       whats ur todays plan,36,9
1124,1,Good morning princess! How are you?,good morning princess   how  ,35,8
1125,1,Aiyar sorry lor forgot 2 tell u...,aiyar sorry lor forgot 2 tell u    ,34,8
1126,0,For taking part in our mobile survey yesterday! You can now have 500 texts 2 use however you wish. 2 get txts just send TXT to 80160 T&C www.txt43.com 1.50p,for taking part mobile survey yesterday   you 500 texts 2 use however wish   2 get txts send txt 80160 t c www txt43 com 1 50p,156,32
1127,1,Not tonight mate. Catching up on some sleep. This is my new number by the way. ,not tonight mate   catching sleep   this new number way  ,79,19
1128,1,"Height of ""Oh shit....!!"" situation: A guy throws a luv letter on a gal but falls on her brothers head whos a gay,.;-):-D",height   oh shit            situation   a guy throws luv letter gal falls brothers head gay       d,121,30
1129,0,Ur HMV Quiz cash-balance is currently £500 - to maximize ur cash-in now send HMV1 to 86688 only 150p/msg,ur hmv quiz cash   balance currently   500   maximize ur cash   send hmv1 86688 150p   msg,104,26
1130,1,"So check your errors and if you had difficulties, do correction.",so check errors difficulties   correction  ,64,13
1131,1,Howz pain?hope u r fine..,howz pain hope u r fine   ,25,6
1132,1,"Sorry, I'll call later",sorry   i  ll call later,22,6
1133,1,Good morning princess! How are you?,good morning princess   how  ,35,8
1134,1,"As I entered my cabin my PA said, '' Happy B'day Boss !!''. I felt special. She askd me 4 lunch. After lunch she invited me to her apartment. We went there.",as i entered cabin pa said      happy b day boss          i felt special   she askd 4 lunch   after lunch invited apartment   we went  ,156,40
1135,1,U wake up already? Thanx 4 e tau sar piah it's quite nice.,u wake already   thanx 4 e tau sar piah  s quite nice  ,58,16
1136,1,K do I need a login or anything,k i need login anything,31,8
1137,0,Dont forget you can place as many FREE Requests with 1stchoice.co.uk as you wish. For more Information call 08707808226.,do nt forget place many free requests 1stchoice co uk wish   for information call 08707808226  ,120,22
1138,1,LOL ... No just was busy,lol     no busy,24,6
1139,1,What * u wearing?,what   u wearing  ,17,5
1140,1,Message:some text missing* Sender:Name Missing* *Number Missing *Sent:Date missing *Missing U a lot thats y everything is missing sent via fullonsms.com,message   text missing   sender   name missing     number missing   sent   date missing   missing u lot everything missing sent via fullonsms com,152,33
1141,1,Oh:)as usual vijay film or its different?,oh  as usual vijay film different  ,41,8
1142,0,I don't know u and u don't know me. Send CHAT to 86688 now and let's find each other! Only 150p/Msg rcvd. HG/Suite342/2Lands/Row/W1J6HL LDN. 18 years or over.,i n t know u u n t know   send chat 86688 let  s find   only 150p   msg rcvd   hg   suite342 2lands   row   w1j6hl ldn   18 years  ,158,44
1143,1,Have you had a good day? Mine was really busy are you up to much tomorrow night?,have good day   mine really busy much tomorrow night  ,80,19
1144,1,And is there a way you can send shade's stuff to her. And she has been wonderful too.,and way send shade  s stuff   and wonderful  ,85,21
1145,1,Really... I tot ur paper ended long ago... But wat u copied jus now got use? U happy lar... I still haf 2 study :-(,really     i tot ur paper ended long ago     but wat u copied jus got use   u happy lar     i still haf 2 study    ,115,29
1146,0,"Thank you, winner notified by sms. Good Luck! No future marketing reply STOP to 84122 customer services 08450542832",thank   winner notified sms   good luck   no future marketing reply stop 84122 customer services 08450542832,115,21
1147,1,Babe ? I lost you ... :-(,babe   i lost        ,25,7
1148,1,Ok... Help me ask if she's working tmr a not?,ok     help ask  s working tmr  ,45,13
1149,1,I'm not driving... Raining! Then i'll get caught at e mrt station lor.,i  m driving     raining   then  ll get caught e mrt station lor  ,70,18
1150,1,Not a drop in the tank,not drop tank,22,6
1151,1,(That said can you text him one more time?),  that said text one time    ,43,12
1152,1,"Sorry, I'll call later",sorry   i  ll call later,22,6
1153,1,Ok i go change also...,ok go change also    ,22,6
1154,0,1000's of girls many local 2 u who r virgins 2 this & r ready 2 4fil ur every sexual need. Can u 4fil theirs? text CUTE to 69911(£1.50p. m),1000  s girls many local 2 u r virgins 2   r ready 2 4fil ur every sexual need   can u 4fil   text cute 69911  1 50p    ,139,35
1155,1,Did u find a sitter for kaitlyn? I was sick and slept all day yesterday.,did u find sitter kaitlyn   i sick slept day yesterday  ,72,17
1156,1,"Sorry man, accidentally left my phone on silent last night and didn't check it til I got up",sorry man   accidentally left phone silent last night n t check til i got,91,20
1157,1,Hey.. Something came up last min.. Think i wun be signing up tmr.. Hee,hey    something came last min    think wun signing tmr    hee,70,17
1158,1,He's an adult and would learn from the experience. There's no real danger. I just dont like peeps using drugs they dont need. But no comment,he  s adult would learn experience   there  s real danger   i nt like peeps using drugs nt need   but comment,140,33
1159,1,Hey! There's veggie pizza... :/,hey   there  s veggie pizza       ,31,8
1160,1,Yun buying... But school got offer 2000 plus only...,yun buying     but school got offer 2000 plus    ,52,11
1161,1,You sure your neighbors didnt pick it up,you sure neighbors nt pick,40,9
1162,1,K. I will sent it again,k  i sent,23,6
1163,0,Free entry in 2 a wkly comp to win FA Cup final tkts 21st May 2005. Text FA to 87121 to receive entry question(std txt rate)T&C's apply 08452810075over18's,free entry 2 wkly comp win fa cup final tkts 21st may 2005   text fa 87121 receive entry question std txt rate t c  s apply 08452810075over18  s,155,31
1164,1,"New Theory: Argument wins d SITUATION, but loses the PERSON. So dont argue with ur friends just.. . . . kick them &amp; say, I'm always correct.!",new theory   argument wins situation   loses person   so nt argue ur friends          kick   amp   say   i  m always correct    ,145,38
1165,1,Well. Im computerless. Time to make some oreo truffles,well   i computerless   time make oreo truffles,54,12
1166,1,"Haha yeah I see that now, be there in a sec",haha yeah i see   sec,43,12
1167,1,I am not having her number sir,i number sir,30,7
1168,1,Lol now I'm after that hot air balloon!,lol i  m hot air balloon  ,39,10
1169,1,Ok . . now i am in bus. . If i come soon i will come otherwise tomorrow,ok     bus     if come soon come otherwise tomorrow,71,19
1170,1,Msgs r not time pass.They silently say that I am thinking of U right now and also making U think of me at least 4 a moment. Gd nt.swt drms @Shesil,msgs r time pass   they silently say i thinking u right also making u think least 4 moment   gd nt swt drms  shesil,146,34
1171,1,"Yeah, we can probably swing by once my roommate finishes up with his girl",yeah   probably swing roommate finishes girl,73,15
1172,0,"Got what it takes 2 take part in the WRC Rally in Oz? U can with Lucozade Energy! Text RALLY LE to 61200 (25p), see packs or lucozade.co.uk/wrc & itcould be u!",got takes 2 take part wrc rally oz   u lucozade energy   text rally le 61200   25p     see packs lucozade co uk wrc   itcould u  ,159,38
1173,1,Happy new years melody!,happy new years melody  ,23,5
1174,1,Ü dun need to pick ur gf?,ü dun need pick ur gf  ,25,8
1175,1,Yay! You better not have told that to 5 other girls either.,yay   you better told 5 girls either  ,59,14
1176,1,Horrible u eat macs eat until u forgot abt me already rite... U take so long 2 reply. I thk it's more toot than b4 so b prepared. Now wat shall i eat?,horrible u eat macs eat u forgot abt already rite     u take long 2 reply   i thk  s toot b4 b prepared   now wat shall eat  ,150,38
1177,1,"Did he say how fantastic I am by any chance, or anything need a bigger life lift as losing the will 2 live, do you think I would be the first person 2 die from N V Q? ",did say fantastic i chance   anything need bigger life lift losing 2 live   think i would first person 2 die n v q  ,167,41
1178,1,Just nw i came to hme da..,just nw came hme da   ,26,8
1179,1,"I'm outside islands, head towards hard rock and you'll run into me",i  m outside islands   head towards hard rock  ll run,66,15
1180,1,To day class is there are no class.,to day class class  ,35,9
1181,1,I'm in chennai velachery:),i  m chennai velachery   ,26,6
1182,1,You flippin your shit yet?,you flippin shit yet  ,26,6
1183,1,"K give me a sec, breaking a  &lt;#&gt;  at cstore",k give sec   breaking     lt   gt     cstore,49,15
1184,1,Am i that much bad to avoid like this?,am much bad avoid like  ,38,10
1185,1,"Yo, you around? Just got my car back",yo   around   just got car back,36,10
1186,1,Annoying isn't it.,annoying n t  ,18,5
1187,1,"Goodmorning, Today i am late for  &lt;#&gt; min.",goodmorning   today late     lt   gt   min  ,48,13
1188,1,There's no point hangin on to mr not right if he's not makin u happy,there  s point hangin mr right  s makin u happy,68,17
1189,1,All will come alive.better correct any good looking figure there itself..,all come alive better correct good looking figure   ,73,12
1190,1,In that case I guess I'll see you at campus lodge,in case i guess i  ll see campus lodge,49,12
1191,1,We're done...,we  re done    ,13,4
1192,1,Come to my home for one last time i wont do anything. Trust me.,come home one last time wo nt anything   trust  ,63,17
1193,1,I was up all night too worrying about this appt. It's a shame we missed a girls night out with quizzes popcorn and you doing my hair.,i night worrying appt   it  s shame missed girls night quizzes popcorn hair  ,133,30
1194,0,Sex up ur mobile with a FREE sexy pic of Jordan! Just text BABE to 88600. Then every wk get a sexy celeb! PocketBabe.co.uk 4 more pics. 16 £3/wk 087016248,sex ur mobile free sexy pic jordan   just text babe 88600   then every wk get sexy celeb   pocketbabe co uk 4 pics   16   3   wk 087016248,154,37
1195,1,Ok... C ya...,ok     c ya    ,13,5
1196,0,You have 1 new voicemail. Please call 08719181503,you 1 new voicemail   please call 08719181503,49,9
1197,1,What he said is not the matter. My mind saying some other matter is there.,what said matter   my mind saying matter  ,74,17
1198,1,He also knows about lunch menu only da. . I know,he also knows lunch menu da     i know,48,12
1199,1,"Al he does is moan at me if n e thin goes wrong its my fault&al de arguments r my fault&fed up of him of himso y bother? Hav 2go, thanx.xx",al moan n e thin goes wrong fault al de arguments r fault fed himso bother   hav 2go   thanx xx,138,33
1200,1,NEFT Transaction with reference number  &lt;#&gt;  for Rs. &lt;DECIMAL&gt;  has been credited to the beneficiary account on  &lt;#&gt;  at  &lt;TIME&gt; : &lt;#&gt;,neft transaction reference number     lt   gt     rs     lt decimal gt     credited beneficiary account     lt   gt         lt time gt       lt   gt  ,164,39
1201,1,Otherwise had part time job na-tuition..,otherwise part time job na   tuition   ,40,9
1202,1,I know she called me,i know called,20,5
1203,1,"Me also da, i feel yesterday night  wait til 2day night dear.",me also da   feel yesterday night   wait til 2day night dear  ,61,15
1204,1,Thanks for understanding. I've been trying to tell sura that.,thanks understanding   i  ve trying tell sura  ,61,13
1205,0,WIN a year supply of CDs 4 a store of ur choice worth £500 & enter our £100 Weekly draw txt MUSIC to 87066 Ts&Cs www.Ldew.com.subs16+1win150ppmx3,win year supply cds 4 store ur choice worth   500   enter   100 weekly draw txt music 87066 ts cs www   ldew com subs16   1win150ppmx3,145,32
1206,1,The whole car appreciated the last two! Dad and are having a map reading semi argument but apart from that things are going ok. P.,the whole car appreciated last two   dad map reading semi argument apart things going ok   p ,130,27
1207,0,"As a SIM subscriber, you are selected to receive a Bonus! Get it delivered to your door, Txt the word OK to No: 88600 to claim. 150p/msg, EXP. 30Apr",as sim subscriber   selected receive bonus   get delivered door   txt word ok no   88600 claim   150p   msg   exp   30apr,148,38
1208,1,I need you to be in my strong arms...,i need strong arms    ,37,10
1209,1,Also maaaan are you missing out,also maaaan missing,31,6
1210,1,His bday real is in april .,his bday real april  ,27,7
1211,1,Guessin you ain't gonna be here before 9?,guessin ai n t gon na 9  ,41,11
1212,1,Ok then i will come to ur home after half an hour,ok come ur home half hour,49,12
1213,1,"Yo, the game almost over? Want to go to walmart soon",yo   game almost   want go walmart soon,52,13
1214,1,"Yeah, probably but not sure. Ilol let u know, but personally I wuldnt bother, then again if ur goin to then I mite as well!!",yeah   probably sure   ilol let u know   personally i wuldnt bother   ur goin i mite well    ,124,31
1215,1,I'll text now! All creepy like so he won't think that we forgot,i  ll text   all creepy like wo n t think forgot,63,16
1216,1,"that would be good … I'll phone you tomo lunchtime, shall I, to organise something?",would good   i  ll phone tomo lunchtime   shall i   organise something  ,83,19
1217,0,You have 1 new voicemail. Please call 08719181513.,you 1 new voicemail   please call 08719181513  ,50,10
1218,1,"Damn, can you make it tonight or do you want to just wait til tomorrow",damn   make tonight want wait til tomorrow,70,16
1219,1,K..k..i'm also fine:)when will you complete the course?,k    k    i m also fine  when complete course  ,55,13
1220,1,"True. It is passable. And if you get a high score and apply for phd, you get 5years of salary. So it makes life easier.",true   it passable   and get high score apply phd   get 5years salary   so makes life easier  ,119,30
1221,0,No. 1 Nokia Tone 4 ur mob every week! Just txt NOK to 87021. 1st Tone FREE ! so get txtin now and tell ur friends. 150p/tone. 16 reply HL 4info,no   1 nokia tone 4 ur mob every week   just txt nok 87021   1st tone free   get txtin tell ur friends   150p   tone   16 reply hl 4info,143,38
1222,1,Prakesh is there know.,prakesh know  ,22,5
1223,1,Teach me apps da. When you come to college.,teach apps da   when come college  ,43,11
1224,1,Rofl betta invest in some  anti aging products,rofl betta invest   anti aging products,46,9
1225,0,You are a winner U have been specially selected 2 receive £1000 cash or a 4* holiday (flights inc) speak to a live operator 2 claim 0871277810810,you winner u specially selected 2 receive   1000 cash 4   holiday   flights inc   speak live operator 2 claim 0871277810810,145,31
1226,1,"sir, you will receive the account no another 1hr time. Sorry for the delay.",sir   receive account another 1hr time   sorry delay  ,75,17
